Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
07-JUN-2021,13454.1,13498.3,13418.5,13479.65,3342703144,68114.08
04-JUN-2021,13412.75,13433.6,13352.15,13393.9,3073781029,66385.49
03-JUN-2021,13347.05,13392.75,13332,13380.5,2703707920,66817.65
02-JUN-2021,13183.8,13290.7,13177.8,13274.25,2640938099,67649.08
01-JUN-2021,13274.25,13292.4,13164.85,13210.4,2090101215,57748.29
31-MAY-2021,13135.85,13244.4,13080.65,13226.35,2265613485,65470.27
28-MAY-2021,13134.7,13160.35,13098.85,13117.05,2510755416,66964.62
27-MAY-2021,13052.85,13091.35,13007.15,13066.25,3489793562,113147.86
26-MAY-2021,13010,13043.85,12954.15,13022.2,2350393146,61306.73
25-MAY-2021,13045.4,13046.15,12929.15,12963,2492182987,66290.17
24-MAY-2021,12963,13003.6,12912.25,12962.45,2882282221,71147.71
21-MAY-2021,12815.55,12929.05,12803.15,12917.85,2538873675,69247.44
20-MAY-2021,12831.3,12854.65,12718.2,12736.45,2605400606,66420.25
19-MAY-2021,12816.55,12882.5,12791.15,12809,2394147136,67445.58
18-MAY-2021,12794.95,12855.6,12783.15,12839.1,2405078400,73238.28
17-MAY-2021,12544.55,12683.8,12511.3,12672.1,2392678561,70091.85
14-MAY-2021,12595.15,12595.35,12408.1,12472.15,2899284653,78785.73
12-MAY-2021,12646.25,12646.95,12496.65,12537.95,4019085401,78524.82
11-MAY-2021,12559.95,12675.2,12538.65,12642.25,3564743840,74642.65
10-MAY-2021,12649.45,12685.8,12625.9,12669.9,2882079729,70856.54
07-MAY-2021,12579.9,12600.15,12527.35,12563.1,2435019294,69579.21
06-MAY-2021,12465.7,12514.1,12407.65,12501.9,2191078445,66827.88
05-MAY-2021,12394.85,12426.95,12319.25,12413,2181353931,64500.97
04-MAY-2021,12457.4,12487.15,12272.35,12300.45,3022137410,70935.12
03-MAY-2021,12256.85,12419,12210.55,12395.25,2256217808,63640.27
30-APR-2021,12425.8,12524.1,12341.2,12364.35,2316126882,74470.43
29-APR-2021,12613.8,12659.4,12471.9,12532.8,2168487693,70290.87
28-APR-2021,12422.5,12537.05,12412,12517.95,1839783717,68348.98
27-APR-2021,12238.55,12374,12232.8,12362.55,1877031126,60504.3
26-APR-2021,12197.1,12263.6,12180.85,12216.85,1735708291,59768.26
23-APR-2021,12086.2,12199.4,12044.9,12105.6,1930597068,60796.55
22-APR-2021,11997.2,12147.5,11950.65,12132.05,1916024238,65923.2
20-APR-2021,12213.55,12232.85,11981.35,12055.4,1777906078,65408.94
19-APR-2021,12032.75,12094.55,11923.2,12076.45,1945295130,63782.02
16-APR-2021,12261.9,12358.55,12232.4,12298.05,1810544991,62695.56
15-APR-2021,12189.8,12248.9,12055.15,12237.6,2024986303,67074.86
13-APR-2021,12068.05,12201.55,12006.7,12186.7,2257222951,69260.28
12-APR-2021,12357.35,12361.4,11978.45,12024.1,2853601038,79803.24
09-APR-2021,12552.9,12591.95,12490,12527.4,2069618262,66230.36
08-APR-2021,12533.45,12624.25,12501.25,12541.65,2111913287,66804.75
07-APR-2021,12389.25,12510.7,12347.7,12481.3,1911252584,67793.48
06-APR-2021,12374.7,12422.85,12254.95,12358.1,1917914043,61222.5
05-APR-2021,12463.7,12466.25,12149.4,12298.6,2057526125,61651.48
01-APR-2021,12401.35,12492.55,12334.35,12479,2021172288,54655.32
