Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
28-MAR-2024,20150.35,20380.5,20146.15,20255.15,2575769543,97361.83
27-MAR-2024,20063,20174.4,20063,20087.8,2821929372,103173.45
26-MAR-2024,19895.55,20044.5,19895.3,20005.25,2342846315,85602
22-MAR-2024,19855,20048.6,19806.7,19994.6,2601583232,82714.83
21-MAR-2024,19790.85,19916.45,19790.85,19897.4,2205653557,76590.32
20-MAR-2024,19651.7,19697.45,19465.85,19632.05,2152097367,68958.06
19-MAR-2024,19785.8,19798.95,19594.1,19610.55,2128705768,71161.63
18-MAR-2024,19804.3,19894.45,19709.2,19843.1,2242834968,66746.76
15-MAR-2024,19867.75,19942.4,19671.15,19825.2,4157462068,132264.41
14-MAR-2024,19598.4,19933.9,19514.7,19916.35,3824939304,96244.45
13-MAR-2024,20236.8,20247.9,19549.5,19646.3,4148627793,107048.85
12-MAR-2024,20299.8,20326.25,20135.3,20171.4,2434739081,79139.39
11-MAR-2024,20478.75,20483.25,20264.3,20288.75,2281677013,82495.73
07-MAR-2024,20413.65,20471.35,20384.5,20434.8,2434632338,85903.83
06-MAR-2024,20368.75,20396.75,20139.35,20379.55,3554791973,94014.01
05-MAR-2024,20422.3,20440.4,20328,20382,2710700780,80676.39
04-MAR-2024,20456.75,20482.6,20383.15,20432.05,2541255009,76988.92
01-MAR-2024,20171.9,20360.2,20171,20349.8,2820281398,76738.17
29-FEB-2024,20009.25,20160.05,19901.3,20090.05,4894873194,124271.9
28-FEB-2024,20323.5,20335.65,19987.35,20020.4,3851285308,74635.61
27-FEB-2024,20249.25,20329.1,20234.95,20292.85,2851273258,76605.74
26-FEB-2024,20299.5,20335.75,20210.35,20255.8,2815086345,76613.73
23-FEB-2024,20358.7,20365.65,20280.15,20313.5,3983558577,78092.47
22-FEB-2024,20179.25,20308.9,20004.1,20283.95,3174385969,84508.49
21-FEB-2024,20329.1,20342.3,20077.8,20128.3,3136444838,86306.49
20-FEB-2024,20242.65,20285.8,20190.7,20271.9,2683283025,74425.12
19-FEB-2024,20244.25,20301,20174.9,20241.1,2713245919,74599.91
16-FEB-2024,20136.85,20191.45,20098.1,20164.9,3105922137,91973.05
15-FEB-2024,20011.7,20065.75,19952,20037,3540691571,91556.47
14-FEB-2024,19618.1,19943.75,19579.2,19922.3,3452437005,87507.5
13-FEB-2024,19709.8,19796.05,19508.75,19782.9,3926875602,91666.37
12-FEB-2024,19999.95,20015,19634.6,19675.2,4040115250,91773.54
09-FEB-2024,20015,20040.65,19745.45,19961.5,5412695770,110374.63
08-FEB-2024,20207.55,20209.05,19949.35,19987.55,5597797457,119789.95
07-FEB-2024,20157.2,20169.9,20011.45,20109.55,5801825929,108796.17
06-FEB-2024,19923.2,20044.45,19824.85,20033.75,4596296924,105088.71
05-FEB-2024,19989.65,20044,19805.75,19853.5,5177876323,118400.66
02-FEB-2024,19884.65,20101.15,19874.8,19910.8,4994601659,120291.38
01-FEB-2024,19869.95,19871.25,19703.75,19777.35,4212849660,110020.12
31-JAN-2024,19574.15,19813.3,19546.4,19802.1,3599205173,110977.19
30-JAN-2024,19770.25,19799.25,19558.8,19574.2,3966481815,100165.28
29-JAN-2024,19475.4,19728.9,19470.05,19711.65,4154042820,105121.69
25-JAN-2024,19479.65,19480.05,19289.8,19393,3856348755,103141.17
24-JAN-2024,19193.15,19470.65,19080.5,19451,4176942034,114544.84
23-JAN-2024,19743.5,19752.35,19158.75,19206.45,4475897232,128235.15
20-JAN-2024,19698.05,19718.7,19582.7,19601.9,2821864028,62455.26
19-JAN-2024,19555.95,19618.95,19537.15,19606.4,3753878164,105683.09
18-JAN-2024,19388.4,19468.65,19143.5,19414.8,3717795537,108160.18
17-JAN-2024,19556.4,19707.7,19470.05,19487.6,4149072235,113037.2
16-JAN-2024,19894.3,19923.3,19736.2,19827.55,4145482638,90809.71
15-JAN-2024,19876.5,19896.9,19763.8,19885.55,3512187451,89288.93
12-JAN-2024,19691.25,19775.9,19635.75,19745.6,3100892069,82099.63
11-JAN-2024,19589.75,19626.5,19532.3,19584.35,3371837116,86986.99
10-JAN-2024,19463.55,19532.3,19354.1,19517.85,3610340175,76940.03
09-JAN-2024,19549.5,19596.05,19439.1,19459.55,3705251182,78111.54
08-JAN-2024,19636,19641.85,19400.6,19417.7,3520353326,71596.21
05-JAN-2024,19602.1,19637.1,19490.95,19590.6,4034291513,84305.85
04-JAN-2024,19451.8,19560.4,19433.5,19541.25,3245962827,86566.76
03-JAN-2024,19434.3,19442.2,19343.15,19367.15,3635617196,89160.29
02-JAN-2024,19496.8,19499.8,19271.65,19418.4,4059853716,79033.69
01-JAN-2024,19452,19543.25,19421.4,19469.5,4273809028,60076.1
29-DEC-2023,19394.5,19450.1,19338.35,19429.15,4243091822,77533.14
28-DEC-2023,19358.35,19414.55,19313.1,19399.25,3239142768,94768.89
27-DEC-2023,19219.4,19312.3,19189.8,19296.95,2085419501,68619.25
