"Index Name","Date","Open","High","Low","Close"
"NIFTY 500","28 Oct 2016","7464.55","7502.20","7439.35","7494.10"
"NIFTY 500","27 Oct 2016","7467.15","7467.80","7407.10","7452.15"
"NIFTY 500","26 Oct 2016","7519.30","7519.30","7459.30","7476.75"
"NIFTY 500","25 Oct 2016","7561.05","7561.25","7512.50","7541.50"
"NIFTY 500","24 Oct 2016","7559.00","7575.45","7535.35","7551.55"
"NIFTY 500","21 Oct 2016","7550.00","7550.10","7505.15","7541.70"
"NIFTY 500","20 Oct 2016","7539.35","7565.50","7526.50","7538.80"
"NIFTY 500","19 Oct 2016","7533.65","7534.30","7486.10","7507.70"
"NIFTY 500","18 Oct 2016","7416.15","7517.30","7416.00","7512.30"
"NIFTY 500","17 Oct 2016","7464.15","7465.45","7371.35","7384.50"
"NIFTY 500","14 Oct 2016","7437.90","7453.05","7404.00","7439.85"
"NIFTY 500","13 Oct 2016","7508.30","7514.35","7377.20","7418.35"
"NIFTY 500","10 Oct 2016","7559.50","7567.45","7527.95","7532.70"
"NIFTY 500","07 Oct 2016","7552.40","7557.90","7496.85","7527.20"
"NIFTY 500","06 Oct 2016","7588.85","7605.65","7509.75","7537.25"
"NIFTY 500","05 Oct 2016","7599.40","7600.55","7542.65","7565.50"
"NIFTY 500","04 Oct 2016","7560.60","7576.10","7533.05","7567.70"
"NIFTY 500","03 Oct 2016","7443.15","7535.00","7429.50","7532.25"
"NIFTY 500","30 Sep 2016","7326.60","7409.15","7308.85","7394.85"
"NIFTY 500","29 Sep 2016","7555.70","7562.00","7303.95","7336.85"
"NIFTY 500","28 Sep 2016","7478.25","7529.70","7472.05","7514.95"
"NIFTY 500","27 Sep 2016","7503.50","7520.50","7456.00","7469.95"
"NIFTY 500","26 Sep 2016","7540.95","7541.15","7472.15","7479.75"
"NIFTY 500","23 Sep 2016","7587.70","7592.45","7547.15","7554.90"
"NIFTY 500","22 Sep 2016","7570.40","7588.30","7540.95","7573.00"
"NIFTY 500","21 Sep 2016","7504.65","7534.10","7478.45","7491.70"
"NIFTY 500","20 Sep 2016","7522.90","7523.85","7478.10","7490.30"
"NIFTY 500","19 Sep 2016","7500.10","7525.90","7486.05","7513.80"
"NIFTY 500","16 Sep 2016","7499.10","7553.80","7461.45","7487.20"
"NIFTY 500","15 Sep 2016","7471.00","7475.35","7435.20","7462.70"
"NIFTY 500","14 Sep 2016","7423.40","7462.75","7409.85","7455.30"
"NIFTY 500","12 Sep 2016","7459.70","7469.50","7410.10","7420.50"
"NIFTY 500","09 Sep 2016","7634.50","7634.50","7567.60","7575.55"
"NIFTY 500","08 Sep 2016","7610.55","7647.50","7598.20","7642.70"
"NIFTY 500","07 Sep 2016","7638.15","7638.55","7599.85","7607.20"
"NIFTY 500","06 Sep 2016","7540.80","7619.95","7540.80","7615.00"
"NIFTY 500","02 Sep 2016","7491.50","7513.90","7474.75","7504.60"
"NIFTY 500","01 Sep 2016","7498.25","7512.30","7463.60","7474.30"
"NIFTY 500","31 Aug 2016","7473.90","7520.45","7473.90","7490.65"
"NIFTY 500","30 Aug 2016","7393.00","7465.55","7393.00","7461.95"
"NIFTY 500","29 Aug 2016","7344.60","7367.85","7308.10","7361.00"
"NIFTY 500","26 Aug 2016","7363.30","7374.30","7317.90","7334.80"
"NIFTY 500","25 Aug 2016","7404.10","7416.05","7337.20","7343.50"
"NIFTY 500","24 Aug 2016","7372.95","7393.35","7364.10","7386.05"
"NIFTY 500","23 Aug 2016","7363.85","7369.55","7320.90","7359.75"
"NIFTY 500","22 Aug 2016","7400.60","7414.00","7354.15","7363.80"
"NIFTY 500","19 Aug 2016","7408.15","7413.30","7378.95","7397.80"
"NIFTY 500","18 Aug 2016","7364.65","7398.65","7364.65","7390.20"
"NIFTY 500","17 Aug 2016","7341.25","7368.25","7322.85","7343.70"
"NIFTY 500","16 Aug 2016","7350.60","7362.85","7305.45","7339.25"
"NIFTY 500","12 Aug 2016","7301.00","7357.30","7301.00","7347.45"
"NIFTY 500","11 Aug 2016","7277.65","7297.60","7237.90","7289.50"
"NIFTY 500","10 Aug 2016","7377.60","7377.60","7270.10","7277.00"
"NIFTY 500","09 Aug 2016","7411.90","7411.90","7337.85","7368.45"
"NIFTY 500","08 Aug 2016","7391.30","7406.40","7376.45","7398.25"
"NIFTY 500","05 Aug 2016","7289.55","7368.20","7289.55","7364.05"
"NIFTY 500","04 Aug 2016","7281.70","7281.70","7215.40","7248.55"
"NIFTY 500","03 Aug 2016","7321.55","7321.55","7220.65","7232.80"
"NIFTY 500","02 Aug 2016","7346.15","7372.35","7306.75","7310.90"
"NIFTY 500","01 Aug 2016","7350.25","7395.00","7292.35","7335.05"
"NIFTY 500","29 Jul 2016","7344.50","7357.45","7324.40","7330.00"
"NIFTY 500","28 Jul 2016","7315.70","7343.80","7309.95","7338.65"
"NIFTY 500","27 Jul 2016","7282.50","7328.15","7258.00","7297.90"
"NIFTY 500","26 Jul 2016","7309.10","7320.80","7259.90","7270.00"
"NIFTY 500","25 Jul 2016","7222.55","7307.60","7222.55","7305.60"
"NIFTY 500","22 Jul 2016","7197.00","7230.10","7173.90","7227.45"
"NIFTY 500","21 Jul 2016","7241.85","7243.70","7182.65","7186.70"
"NIFTY 500","20 Jul 2016","7174.00","7222.75","7174.00","7221.30"
"NIFTY 500","19 Jul 2016","7169.25","7186.20","7134.55","7178.20"
"NIFTY 500","18 Jul 2016","7214.30","7232.00","7154.55","7162.25"
"NIFTY 500","15 Jul 2016","7223.60","7245.05","7181.50","7194.40"
"NIFTY 500","14 Jul 2016","7178.40","7218.25","7169.65","7215.35"
"NIFTY 500","13 Jul 2016","7208.90","7213.10","7161.05","7177.00"
"NIFTY 500","12 Jul 2016","7179.50","7195.10","7158.20","7192.25"
"NIFTY 500","11 Jul 2016","7111.65","7156.75","7110.40","7151.35"
"NIFTY 500","08 Jul 2016","7062.25","7062.25","7008.05","7039.40"
"NIFTY 500","07 Jul 2016","7058.85","7071.75","7039.70","7050.10"
"NIFTY 500","05 Jul 2016","7078.45","7078.45","7035.20","7051.00"
"NIFTY 500","04 Jul 2016","7067.05","7092.10","7066.75","7071.85"
"NIFTY 500","01 Jul 2016","7003.90","7043.45","7003.90","7027.85"
"NIFTY 500","30 Jun 2016","6951.85","6990.50","6944.45","6980.80"
"NIFTY 500","29 Jun 2016","6874.35","6912.95","6872.10","6907.10"
"NIFTY 500","28 Jun 2016","6811.50","6850.40","6811.50","6837.75"
"NIFTY 500","27 Jun 2016","6743.70","6820.40","6743.70","6803.70"
"NIFTY 500","24 Jun 2016","6722.25","6780.50","6630.55","6775.55"
"NIFTY 500","23 Jun 2016","6871.80","6919.85","6852.30","6910.55"
"NIFTY 500","22 Jun 2016","6885.90","6902.70","6839.80","6871.00"
"NIFTY 500","21 Jun 2016","6906.65","6906.65","6873.55","6886.15"
"NIFTY 500","20 Jun 2016","6798.20","6894.45","6791.15","6891.30"
"NIFTY 500","17 Jun 2016","6851.25","6865.00","6815.50","6842.35"
"NIFTY 500","16 Jun 2016","6851.05","6851.05","6767.85","6819.85"
"NIFTY 500","15 Jun 2016","6819.15","6870.35","6810.90","6865.05"
"NIFTY 500","14 Jun 2016","6804.60","6804.60","6762.50","6793.85"
"NIFTY 500","13 Jun 2016","6778.25","6791.50","6745.70","6785.15"
"NIFTY 500","10 Jun 2016","6846.05","6907.30","6828.50","6832.05"
"NIFTY 500","09 Jun 2016","6908.30","6908.30","6843.55","6857.75"
"NIFTY 500","08 Jun 2016","6899.05","6906.80","6883.45","6901.80"
"NIFTY 500","07 Jun 2016","6859.20","6903.65","6848.40","6884.15"
"NIFTY 500","06 Jun 2016","6853.35","6858.10","6822.10","6832.30"
"NIFTY 500","03 Jun 2016","6871.85","6885.70","6839.60","6844.75"
"NIFTY 500","02 Jun 2016","6802.85","6856.20","6795.40","6849.20"
"NIFTY 500","01 Jun 2016","6820.00","6850.45","6811.10","6815.45"
"NIFTY 500","31 May 2016","6842.65","6842.65","6782.50","6804.00"
"NIFTY 500","30 May 2016","6811.15","6835.65","6795.30","6820.30"
"NIFTY 500","27 May 2016","6739.20","6801.80","6739.20","6797.00"
"NIFTY 500","26 May 2016","6655.30","6732.45","6636.85","6725.20"
"NIFTY 500","25 May 2016","6547.35","6631.20","6547.35","6626.85"
"NIFTY 500","24 May 2016","6502.65","6507.00","6472.35","6498.60"
"NIFTY 500","23 May 2016","6560.55","6560.55","6491.00","6495.25"
"NIFTY 500","20 May 2016","6555.65","6567.40","6503.85","6513.10"
"NIFTY 500","19 May 2016","6626.25","6626.25","6537.40","6546.50"
"NIFTY 500","18 May 2016","6600.10","6629.15","6577.05","6621.55"
"NIFTY 500","17 May 2016","6638.00","6666.60","6622.50","6629.70"
"NIFTY 500","16 May 2016","6595.55","6616.70","6548.95","6608.25"
"NIFTY 500","13 May 2016","6628.45","6634.95","6566.70","6582.30"
"NIFTY 500","12 May 2016","6611.90","6646.05","6603.30","6640.90"
"NIFTY 500","11 May 2016","6549.65","6625.35","6533.60","6593.00"
"NIFTY 500","10 May 2016","6610.40","6626.10","6586.10","6617.25"
"NIFTY 500","09 May 2016","6525.55","6608.10","6525.55","6603.25"
"NIFTY 500","06 May 2016","6488.45","6508.55","6463.70","6504.55"
"NIFTY 500","05 May 2016","6503.15","6532.55","6479.60","6500.05"
"NIFTY 500","04 May 2016","6515.65","6529.10","6477.90","6484.35"
"NIFTY 500","03 May 2016","6597.15","6642.85","6527.85","6533.55"
"NIFTY 500","02 May 2016","6569.55","6587.05","6548.95","6580.15"
"NIFTY 500","29 Apr 2016","6583.55","6616.85","6533.85","6588.55"
"NIFTY 500","28 Apr 2016","6680.00","6695.20","6575.45","6583.15"
"NIFTY 500","27 Apr 2016","6660.45","6695.25","6659.90","6684.30"
"NIFTY 500","26 Apr 2016","6577.20","6676.35","6570.60","6669.50"
"NIFTY 500","25 Apr 2016","6627.00","6635.40","6573.90","6593.45"
"NIFTY 500","22 Apr 2016","6621.85","6646.10","6610.05","6627.95"
"NIFTY 500","21 Apr 2016","6675.40","6694.95","6615.10","6634.30"
"NIFTY 500","20 Apr 2016","6663.25","6669.80","6615.40","6643.30"
"NIFTY 500","18 Apr 2016","6610.90","6638.60","6568.90","6635.05"
"NIFTY 500","13 Apr 2016","6524.65","6587.05","6524.50","6575.35"
"NIFTY 500","12 Apr 2016","6433.70","6475.50","6432.10","6470.10"
"NIFTY 500","11 Apr 2016","6363.55","6434.75","6324.60","6430.60"
"NIFTY 500","08 Apr 2016","6327.10","6351.70","6316.15","6346.65"
"NIFTY 500","07 Apr 2016","6391.75","6391.75","6322.15","6329.80"
"NIFTY 500","06 Apr 2016","6381.95","6383.25","6352.10","6378.00"
"NIFTY 500","05 Apr 2016","6462.90","6462.90","6350.20","6358.35"
"NIFTY 500","04 Apr 2016","6465.95","6482.50","6439.65","6479.60"
"NIFTY 500","01 Apr 2016","6438.40","6462.60","6409.80","6445.50"
